39.950762,-75.203294,10/15/19,02:11,400 S 40th St Philadelphia,Item removed from delivered package,theft
39.953049,-75.201755,10/15/19,09:03,3901 Locust Walk Philadelphia,Unsecured bike taken,theft
39.956471,-75.221454,10/15/19,11:47,4000 Walnut St Philadelphia,Backpack and contents taken,theft
39.954598,-75.192726,10/15/19,16:40,3411 Chestnut St Philadelphia,Gold ring taken from room,theft
39.958495,-75.199329,10/16/19,01:37,51 N 39th St Philadelphia,Property taken from construction site/Arrest,theft
39.952714,-75.193933,10/16/19,13:15,3420 Walnut St Philadelphia,Unattended wallet taken,theft
39.954598,-75.192726,10/16/19,13:49,3411 Chestnut St Philadelphia,Checks taken,theft
39.938106,-75.201984,10/16/19,22:36,255 S 36th St Philadelphia,Secured bike taken,theft
39.938106,-75.201984,10/17/19,09:31,120 S 36th St Philadelphia,Clothing stolen,theft
39.950762,-75.203294,10/17/19,11:23,400 S 40th St Philadelphia,Unsecured package taken,theft
39.952714,-75.193933,10/17/19,17:09,3420 Walnut St Philadelphia,Laptop taken from 5th floor,theft
39.939484,-75.194908,10/17/19,20:26,240 S 31st St Philadelphia,Two computers removed from vehicle,theft
39.950762,-75.203294,10/18/19,15:08,400 S 40th St Philadelphia,Package taken from lobby,theft
39.951822,-75.190194,10/19/19,06:48,209 S 33rd St Philadelphia,Male wanted on warrant/arrest,other
39.956471,-75.221454,10/19/19,15:35,3730 Walnut St Philadelphia,Money deducted from debit card without permission,theft
39.953585,-75.173316,10/20/19,02:28,3700 Market St Philadelphia,Intoxicated driver arrested,other
39.958495,-75.199329,10/20/19,05:22,51 N 39th St Philadelphia,Unsecured ID and credit card taken,theft
39.956471,-75.221454,10/20/19,13:07,3817 Walnut St Philadelphia,Call phone and debit card stolen,theft
39.953497,-75.218644,10/14/19,07:36,48th & Spruce Sts Philadelphia,Robbery,theft
39.953585,-75.173316,10/14/19,19:05,4548 Market St Philadelphia,Assault,assault
39.78373,-100.445882,10/17/19,17:16,47th & Spruce Sts Philadelphia,Assault,assault
39.928846,-75.238403,10/18/19,08:45,4501 Chester Ave Philadelphia,Assault,assault
39.78373,-100.445882,10/19/19,12:24,47th & Chestnut Sts Philadelphia,Robbery,theft
39.78373,-100.445882,10/19/19,21:52,48th & Locust Sts Philadelphia,Assault,assault
39.951882,-75.178858,10/19/19,22:51,4546 Sansom St Philadelphia,Domestic Assault,assault
39.954103,-75.201417,09/17/19,09:55, 3925 Walnut St Merchandise taken without payment/Arrest Philadelphia,,theft
39.953287,-75.224255,09/17/19,12:35, 3956 Pine St Philadelphia, Unauthorized bank account initialized,other
39.952813,-75.188811,09/17/19,15:41, 3205 Walnut St Philadelphia, Penn Facilities truck stolen,theft
39.953335,-75.183643,09/17/19,19:22, 3000 Chestnut St Philadelphia, Failure to appear/Arrest,other
39.95345,-75.192419,09/18/19,16:20, 3402 Sansom St Philadelphia, Offender failed to pay for services rendered/Arrest,other
39.952908,-75.197717,09/18/19,18:48, 3720 Walnut St Philadelphia, Bike theft/Arrest,theft
39.951243,-75.198958,09/18/19,19:25, 3417 Spruce St Philadelphia, Secured bike taken from rack,theft
39.952773,-75.201202,09/18/19,22:10, 4000 Locust Walk Philadelphia, Warrant/Arrest,other
39.949948,-75.194096,09/19/19,09:48, 3400 Spruce St Philadelphia, Smoking violation on hospital grounds,other
39.944848,-75.15422,09/19/19,12:09, 3924 Delancey Philadelphia, Secured bike stolen,theft
39.951822,-75.190194,09/19/19,18:37, 215 S 33rd St Philadelphia, Unsecured cash stolen,theft
39.954103,-75.201417,09/19/19,19:11, 3925 Walnut St Philadelphia, Retail theft/Arrest,theft
39.951882,-75.178858,09/20/19,09:39, 3501 Sansom St Philadelphia, Unsecured wallet taken from purse,theft
39.956471,-75.221454,09/20/19,19:05, 3900 Walnut St Philadelphia, Unsecured cash stolen,theft
39.952714,-75.193933,09/21/19,17:15, 3420 Walnut St Philadelphia, Unsecured laptop stolen,theft
39.956471,-75.221454,09/16/19,20:32, 4809 Walnut St Philadelphia, Assault,assault
39.958495,-75.199329,09/10/19,09:06, 51 N 39th St Philadelphia, Unauthorized prescriptions written,other
39.952637,-75.19523,09/10/19,09:23, 202 S 36th St Philadelphia, Project and MAC 220 taken from room,theft
39.952082,-75.205587,09/11/19,18:14, 305 S 41st St Philadelphia, Unsecured package taken from porch/Arrest,theft
39.951243,-75.198958,09/11/19,19:30, 3850 Spruce St Philadelphia, Unsecured backpack taken from hallway,theft
39.947741,-75.160724,09/12/19,00:01, 4247 Locust St Philadelphia, Domestic assault by offender/Arrest,assault
39.951243,-75.198958,09/12/19,10:17, 3800 Spruce St Philadelphia, Two desktops taken,theft
39.954925,-75.190403,09/12/19,13:09, 4024 Ludlow St Philadelphia, Unauthorized person in residence,other
39.956471,-75.221454,09/12/19,15:09, 3730 Walnut St Philadelphia, Secured bike taken from bike rack,theft
39.958495,-75.199329,09/13/19,08:26, 51 N 39th St Philadelphia, Cash stolen from automobile,theft
39.952657,-75.183889,09/13/19,09:22, 120 S 30th St Philadelphia, Offender cited for writing on mural,other
39.956471,-75.221454,09/13/19,13:16, 3730 Walnut St Philadelphia, Secured bike stolen,theft
39.951243,-75.198958,09/14/19,06:43, 3417 Spruce St Philadelphia, Bait bike theft/Arrest,theft
39.956471,-75.221454,09/14/19,16:53, 3100 Walnut St Philadelphia, Tarp vandalized with graffiti,other
39.956471,-75.221454,09/14/19,21:38, 2929 Walnut St Philadelphia, Unauthorized charges on credit card,other
39.954925,-75.190403,09/15/19,08:11, 3100 Ludlow St Philadelphia, Aggravated assault by male/Arrest,assault
39.949018,-75.207108,09/15/19,16:00, 211 S 42nd St Philadelphia, Computer taken from drawer in room,theft
39.947795,-75.230284,09/10/19,16:37, 4040 Baltimore Ave Philadelphia, Indecent Assault,assault
39.947741,-75.160724,09/12/19,00:27, 4247 Locust St Philadelphia, Domestic Assault/Arrest,assault
39.95082,-75.197305,09/15/19,01:31, 3700 Spruce St Philadelphia, Domestic Assault,assault
39.954925,-75.190403,09/15/19,08:38, 3100 Ludlow St Philadelphia, Aggravated Assault/Arrest,assault
39.78373,-100.445882,09/15/19,23:03, 43rd/Chester Ave Philadelphia, Robbery,theft
39.95456,-75.202946,08/20/19,16:19, 4001 Walnut St Philadelphia, Complainant assaulted by partner,assault
39.95214,-75.184458,08/20/19,20:05, 3001 Walnut St Philadelphia, Vehicle stolen,theft
39.94611,-75.198407,08/21/19,09:40, 3600 Civic Center Blvd Philadelphia, Complainant threatened by terminated employee,other
39.953335,-75.183643,08/21/19,12:14, 3700 Chestnut St Philadelphia, Complainant assaulted by known female,assault
39.955771,-75.1946,08/21/19,13:15, 3600 Market St Philadelphia, Funds transferred to unauthorized account,other
39.956471,-75.221454,08/21/19,14:20, 2929 Walnut St Philadelphia, Unauthorized charges made,other
39.949777,-75.195952,08/21/19,14:20, 3620 Hamilton Walk Philadelphia, Currency taken from jar,theft
39.95396,-75.202912,08/22/19,13:12, 200 S 40th St Philadelphia, Wallet taken from purse,theft
39.956471,-75.221454,08/22/19,15:10, 3200 Walnut St Philadelphia, Wallet taken,theft
39.952947,-75.195133,08/22/19,15:42, 200 S 36th St Philadelphia, Generator taken from construction site,theft
39.954103,-75.201417,08/22/19,20:48, 3925 Walnut St Philadelphia, Unsecured purse taken,theft
39.953585,-75.173316,08/23/19,10:07, 4000 Market St Philadelphia, Citation issued for possession of marijuana,other
39.956471,-75.221454,08/23/19,13:24, 3907 Walnut St Philadelphia, Counterfeiting by male/Arrest,other
39.956471,-75.221454,08/23/19,13:45, 3409 Walnut St Philadelphia, Merchandise taken without payment,theft
39.95456,-75.202946,08/23/19,21:54, 4001 Walnut St Philadelphia, Bottle thrown at officer/Arrest,other
39.952773,-75.201202,08/24/19,02:13, 4000 Locust Walk Philadelphia, Complainant assaulted by group of males,assault
39.953287,-75.224255,08/24/19,21:37, 3925 Pine St Philadelphia, Property removed from bedroom,theft
39.953513,-75.203692,08/25/19,11:27, 4033 Chancellor St Philadelphia, Unsecured duffle bag and bike taken from residence,theft
39.952773,-75.201202,08/25/19,12:00, 3800 Locust Walk Philadelphia, Confidential sex offense,sex
39.953513,-75.203692,08/25/19,14:37, 4033 Chancellor St Philadelphia, Computers taken from residence recovered on street,theft
39.95456,-75.202946,08/20/19,16:24, 4001 Walnut St Philadelphia, Domestic Assault,assault
39.953335,-75.183643,08/21/19,12:40, 3700 Chestnut St Philadelphia, Aggravated Assault,assault
39.78373,-100.445882,08/22/19,12:12, 42nd/Woodland Ave Philadelphia, Aggravated Assault/Arrest,assault
39.947595,-75.199079,08/23/19,13:32, 3900 Woodland Ave Philadelphia, Indecent Assault,assault
39.78373,-100.445882,08/23/19,15:43, 46th & Kingessing Ave Philadelphia, Robbery,theft
39.953041,-75.216195,08/23/19,20:53, 1223 S 47th St Philadelphia, Domestic Assault,assault
39.78373,-100.445882,08/24/19,02:14, 40th & Locust St Philadelphia, Aggravated Assault,assault
39.944045,-75.210145,08/24/19,19:26, 1229 S Markoe St Philadelphia, Aggravated Assault,assault
39.956471,-75.221454,08/13/19,14:36,3901 Walnut St Philadelphia, Cellphone taken from restroom,theft
39.951243,-75.198958,08/14/19,06:24, 3744 Spruce St Philadelphia, Merchandise taken without payment/Arrest,theft
39.953586,-75.194993,08/14/19,08:48, 140 S 36th St Philadelphia, Currency taken from safe,theft
39.954103,-75.201417,08/14/19,16:14, 3925 Walnut St Philadelphia, Merchandise taken without payment/Arrest,theft
39.951882,-75.178858,08/15/19,15:04, 4038 Sansom St Philadelphia, Unsecured package taken from porch/Arrest,theft
39.954103,-75.201417,08/16/19,18:02, 3925 Walnut St Philadelphia, Merchandise taken without payment/Arrest,theft
39.953585,-75.173316,08/16/19,20:22, 4006 Market St Philadelphia, Cellphone taken from pocket,theft
39.943809,-75.146247,08/17/19,08:45, 4000 Delancey St Philadelphia, Offender narcotics and FTA warrant/Arrest,other
39.954103,-75.201417,08/17/19,09:30, 3925 Walnut St Philadelphia, Merchandise taken without payment/Arrest,theft
39.954103,-75.201417,08/17/19,12:53, 3925 Walnut St Philadelphia, Merchandise taken without payment/Arrest,theft
39.958495,-75.199329,08/17/19,18:40,51 N 39th St Philadelphia, Unsecured wallet stolen,theft
39.952512,-75.201721,08/18/19,12:37, 3916 Locust Walk Philadelphia, Stained windows damaged by unknown person(s),other
39.954103,-75.201417,08/18/19,13:11, 3925 Walnut St Philadelphia, Merchandise taken without payment/Arrest,theft
39.956471,-75.221454,08/18/19,19:36, 2929 Walnut St Philadelphia, Unsecured cash stolen,theft
39.956471,-75.221454,08/18/19,22:25, 3100 Walnut St Philadelphia, Male punched in the face,assault
39.949948,-75.194096,08/18/19,22:50, 3400 Spruce St Philadelphia, Purse stolen from vehicle,theft
39.78373,-100.445882,08/14/19,07:58,46th/Baltimore Ave Philadelphia, Robbery,theft
39.954925,-75.190403,10/23/19,02:40,3600 Ludlow St Philadelphia,Stolen Auto,theft
39.953335,-75.183643,10/23/19,14:09,4125 Chestnut St Philadelphia,Book taken,theft
39.949948,-75.194096,10/23/19,14:34,3400 Spruce St Philadelphia,Laptop taken,theft
39.953585,-75.173316,10/23/19,17:02,4000 Market St Philadelphia,Male grabbed Septa Pass from complainant,theft
39.946849,-75.158563,10/24/19,02:37,4030 Irving St Philadelphia,Window broken,other
39.953585,-75.173316,10/24/19,03:07,3300 Market St Philadelphia,Wallet taken from complainant’s pocket,theft
39.953342,-75.193493,10/24/19,09:34,3401 Walnut St Philadelphia,Unsecured wallet taken,theft
39.951565,-75.191693,10/24/19,19:54,3300 Smith Walk Philadelphia,Bike taken/Arrest,theft
39.951882,-75.178858,10/24/19,23:09,3929 Sansom St Philadelphia,Phone taken from bar counter,theft
39.956471,-75.221454,10/25/19,07:14,3330 Walnut ST Philadelphia,Defiant trespass/Arrest,other
39.951243,-75.198958,10/25/19,09:04,4209 Spruce St Philadelphia,Ex-husband stalking complainant,other
39.947795,-75.230284,10/25/19,09:33,4000 Baltimore Ave Philadelphia,Catalytic converter stolen,theft
39.951243,-75.198958,10/25/19,19:35,4100 Spruce St Philadelphia,Intoxicated male/Arrest,other
39.956471,-75.221454,10/26/19,00:17,3730 Walnut St Philadelphia,Unsecured bike taken,theft
39.951243,-75.198958,10/26/19,02:04,4200 Spruce St Philadelphia,Intoxicated female/Arrest,other
39.953585,-75.173316,10/26/19,21:55,3900 Market St Philadelphia,Male wanted on warrant/Arrest,other
39.958495,-75.199329,10/27/19,12:37,51 N 39th St Philadelphia,Complainant struck by co-worker,assault
39.78373,-100.445882,10/21/19,12:56,Walnut/Farragut Sts Philadelphia,Aggravated assault,assault
39.953287,-75.224255,10/22/19,17:34,4100 Pine St Philadelphia,Indecent assault,assault
39.953585,-75.173316,10/23/19,17:01,4000 Market St Philadelphia,Purse snatch,theft
39.78373,-100.445882,10/23/19,21:10,46th/Larchwood Philadelphia,Robbery,theft
39.951243,-75.198958,10/25/19,09:10,4209 Spruce St Philadelphia,Assault,assault
39.953335,-75.183643,10/26/19,17:36,4445 Chestnut St Philadelphia,Robbery,theft
39.953335,-75.183643,10/27/19,20:48,4441 Chestnut St Philadelphia,Domestic assault,assault
39.956856,-75.196826,10/8/19,11:56,3711 Market St Philadelphia,Unsecured bike taken,theft
39.78373,-100.445882,10/8/19,13:51,433 University Ave Philadelphia,Unsecured laptop taken,theft
39.953336,-75.194889,10/8/19,14:55,3600 Walnut St Philadelphia,Offender sprayed complainant with pepper spray,other
39.941942,-75.19732,10/8/19,15:05,231 S 34th St Philadelphia,Unsecured laptop taken,theft
39.953335,-75.183643,10/8/19,16:22,3000 Chestnut St Philadelphia,Backpack containing books and power pack taken,theft
39.952657,-75.183889,10/8/19,20:56,100 S 30th St Philadelphia,Vehicle taken and recovered immediately,theft
39.952637,-75.19523,10/9/19,09:33,202 S 36th St Philadelphia,Wallet taken,theft
39.951822,-75.190194,10/9/19,11:04,220 S 33rd St Philadelphia,Secured bike taken,theft
39.951822,-75.190194,10/9/19,11:58,250 S 33rd St Philadelphia,Driver’s license and credit card taken from wallet,theft
39.951243,-75.198958,10/9/19,15:35,4016 Spruce St Philadelphia,Secured bike taken,theft
39.956471,-75.221454,10/10/19,08:21,3409 Walnut St Philadelphia,Merchandise taken without payment/Arrest,theft
39.94611,-75.198407,10/10/19,15:05,3600 Civic Center Blvd Philadelphia,Fraudulent $100 bill given for payment,other
39.955003,-75.193999,10/10/19,15:21,3549 Chestnut St Philadelphia,Two checks cashed without authorization,other
39.956471,-75.221454,10/10/19,19:18,3025 Walnut St Philadelphia,Male attempted to pass counterfeit $100 bill,other
39.95239,-75.190489,10/11/19,07:16,200 S 33rd St Philadelphia,Motorcycle moved from location and plate taken,theft
39.938106,-75.201984,10/11/19,10:37,120 S 36th St Philadelphia,Merchandise taken without rendering payment,theft
39.954103,-75.201417,10/11/19,14:10,3925 Walnut St Philadelphia,Merchandise taken without rendering payment,theft
39.953287,-75.224255,10/11/19,16:47,4205 Pine St Philadelphia,Packages and US mail taken,theft
39.947335,-75.193241,10/11/19,19:18,3400 Civic Center Blvd Philadelphia,Unsecured bike taken,theft
39.950762,-75.203294,10/11/19,21:04,100 S 40th St Philadelphia,Secured bike taken,theft
39.955352,-75.199943,10/12/19,01:29,100 S 39th St Philadelphia,Window to vehicle kicked out,other
39.954103,-75.201417,10/12/19,12:37,3925 Walnut St Philadelphia,Merchandise taken without payment,theft
39.958495,-75.199329,10/12/19,16:14,51 N 39th St Philadelphia,Complainant punched in the face by known offender,assault
39.950762,-75.203294,10/12/19,18:57,318 S 40th St Philadelphia,Window cracked by unknown juvenile,other
39.949948,-75.194096,10/13/19,11:13,3400 Spruce St Philadelphia,Complainant punched in the mouth,assault
39.953336,-75.194889,10/8/19,14:55,3600 Walnut St Philadelphia,Aggravated assault,assault
39.934637,-75.232723,10/12/19,22:02,4721 Springfield Ave Philadelphia,Assault,assault
39.955508,-75.24658,10/12/19,22:37,4400 Osage Ave Philadelphia,Robbery/Arrest,theft
39.949948,-75.194096,10/13/19,23:51,3400 Spruce St Philadelphia,Assault,assault
39.954387,-75.198498,10/1/19,09:51,300 S 38th St Philadelphia,Subject wanted on warrant/Arrest,other
39.956471,-75.221454,10/1/19,10:12,3900 Walnut St Philadelphia,Female wanted on warrant/Arrest,other
39.951822,-75.190194,10/1/19,16:36,220 S 33rd St Philadelphia,Unsecured headphone taken,theft
39.949731,-75.197526,10/1/19,17:07,3700 Hamilton Walk Philadelphia,Secure bike taken,theft
39.947335,-75.193241,10/2/19,08:39,3400 Civic Center Blvd Philadelphia,Unauthorized male in building/Arrest,other
39.953335,-75.183643,10/2/19,21:55,3300 Chestnut St Philadelphia,Male wanted on warrant/Arrest,other
39.947795,-75.230284,10/3/19,08:30,4017 Baltimore Ave. Philadelphia,Unauthorized currency withdrawn from bank account,other
39.956471,-75.221454,10/3/19,11:51,4109 Walnut St Philadelphia,Fraudulent charges made on stolen credit card,theft
39.956471,-75.221454,10/3/19,17:38,3400 Walnut St Philadelphia,Unknown male slapped complainant,assault
39.941942,-75.19732,10/3/19,18:41,138 S 34th St Philadelphia,Merchandise taken without rendering payment,theft
39.952267,-75.193468,10/4/19,02:16,3335 Woodland Walk Philadelphia,Secured bike taken from bike rack,theft
39.78373,-100.445882,10/4/19,10:40,451 University Ave Philadelphia,Complainant struck with chair by known individual,assault
39.956471,-75.221454,10/4/19,19:51,3730 Walnut St Philadelphia,Apple pencil taken,theft
39.956471,-75.221454,9/30/19,03:09,3900 Walnut St Philadelphia,Domestic Assault,assault
39.956471,-75.221454,9/30/19,03:10,3900 Walnut St Philadelphia,Assault,assault
39.78373,-100.445882,9/30/19,14:21,46th & Walnut St Philadelphia,Assault,assault
39.78373,-100.445882,9/30/19,15:49,46th & Osage Ave Philadelphia,Assault,assault
39.947741,-75.160724,10/2/19,00:56,4618 Locust St Philadelphia,Robbery,theft
39.950762,-75.203294,10/2/19,18:38,100 S 40th St Philadelphia,Assault,assault
39.956471,-75.221454,10/3/19,18:59,3400 Walnut St Philadelphia,Assault,assault
39.953126,-75.214153,10/4/19,00:05,1003 S 46th St Philadelphia,Domestic Assault,assault
39.78373,-100.445882,10/4/19,11:06,451 University Ave Philadelphia,Aggravated Assault,assault
39.934637,-75.232723,10/4/19,22:52,4823 Springfield Ave Philadelphia,Robbery,theft
39.953126,-75.214153,10/6/19,11:56,1003 S 46th St Philadelphia,Domestic Assault,assault
39.953126,-75.214153,10/6/19,17:39,1217 S 46th St Philadelphia,Domestic Assault,assault
39.954103,-75.201417,9/24/19,11:24,3925 Walnut St Philadelphia,Merchandise taken without payment,theft
39.956858,-75.196048,9/24/19,11:57,3701 Market St Philadelphia,Front bicycle tire taken,theft
39.947335,-75.193241,9/24/19,12:05,3400 Civic Center Blvd Philadelphia,Medicine taken from office,theft
39.951243,-75.198958,9/24/19,14:08,3730 Spruce St Philadelphia,Complainant struck by known male,assault
39.956471,-75.221454,9/24/19,16:48,3330 Walnut St Philadelphia,Secured bicycle taken,theft
39.949948,-75.194096,9/24/19,18:37,3400 Spruce St Philadelphia,Defiant Trespass by offender/Arrest,other
39.956471,-75.221454,9/25/19,21:44,2929 Walnut St Philadelphia,Unsecured wallet and various items taken,theft
39.948146,-75.195366,9/26/19,12:08,515 Osler Cir Philadelphia,Unattended purse stolen,theft
39.953049,-75.201755,9/26/19,22:32,3901 Locust Walk Philadelphia,Bike seat stolen,theft
39.952992,-75.190622,9/27/19,18:20,3333 Walnut St Philadelphia,Fraudulent gift card conversion,other
39.951243,-75.198958,9/27/19,19:58,4000 Spruce St Philadelphia,Secured bike taken/2 arrests,theft
39.954925,-75.190403,9/28/19,02:00,3000 Ludlow St Philadelphia,Aggravated assault/Arrest,assault
39.954103,-75.201417,9/28/19,08:37,3925 Walnut St Philadelphia,Merchandise taken without payment,theft
39.956471,-75.221454,9/28/19,12:02,3330 Walnut St Philadelphia,Macbook Pro laptop and Air Pods taken,theft
39.947741,-75.160724,9/29/19,01:00,4103 Locust St Philadelphia,Various electronics taken from residence,theft
39.951243,-75.198958,9/29/19,01:01,4000 Spruce St Philadelphia,Payments not made for services rendered,other
39.95082,-75.197305,9/29/19,02:34,3700 Spruce St Philadelphia,Confidential Sex offense,sex
39.958495,-75.199329,9/29/19,11:09,51 N 39th St Philadelphia,Property taken from room,theft
39.952852,-75.195786,9/29/19,13:28,3620 Walnut St Philadelphia,Property taken from unsecured desk,theft
39.956471,-75.221454,9/29/19,16:49,3611 Walnut St Philadelphia,Skateboard taken from lobby,theft
39.78373,-100.445882,9/23/19,16:47,41st& Walnut St Philadelphia,Robbery,theft
39.947795,-75.230284,9/23/19,16:56,4000 Baltimore Ave Philadelphia,Indecent Assault,assault
39.78373,-100.445882,9/24/19,14:08,37th& Spruce Sts Philadelphia,Domestic Assault,assault
39.953335,-75.183643,9/24/19,23:38,4600 Chestnut St Philadelphia,Purse snatch,theft
39.947335,-75.193241,9/25/19,09:39,3400 Civic Center Blvd Philadelphia,Assault,assault
39.950762,-75.203294,9/25/19,12:20,104 S 40th St Philadelphia,Assault,assault
39.78373,-100.445882,9/26/19,13:21,400 Blk S 48th St Philadelphia,Rape/Arrest,sex
39.78373,-100.445882,9/28/19,04:00,3000 Blk Ludlow St Philadelphia,Aggravated Assault/Arrest,assault
39.928846,-75.238403,9/28/19,17:28,4200 Chester Ave Philadelphia,Aggravated Assault,assault
39.78373,-100.445882,9/29/19,02:34,3700 Blk Spruce St Philadelphia,Rape,sex
39.944036,-75.211661,9/29/19,22:53,4732 Upland St Philadelphia,Assault,assault
